signal_index,symbol,signal_date,market_cap,sector,status,signal_candle_high,entry_price,entry_date,entry_candle_index,exit_price,exit_date,exit_reason,months_held,total_return_percent,cagr_percent,cmgr_percent,max_high,max_high_date,drawdown_percent,stop_loss_price,target1_price,target2_price
386,ITI,01-07-2014,Largecap,Aerospace & Defence,Completed,43.35,43.35,2016-12-01,31.0,90.25,2017-06-01,End of Data,6,108.19,333.43,13.0,118.0,2017-04-01,24.22,,,
387,HBSL,01-07-2014,Smallcap,Financials,Completed,55.7,55.7,2014-09-01,4.0,52.07,2014-10-01,Stop Loss,1,-6.52,-55.45,-6.52,77.63,2014-09-01,36.54,52.07,,46.39
388,NATIONALUM,01-07-2014,Largecap,Metals & Mining,Completed,33.67,33.67,2014-09-01,4.0,30.91,2014-10-01,Stop Loss,1,-8.2,-64.2,-8.2,37.04,2014-09-01,14.05,30.91,,28.94
389,JBMA,01-07-2014,Midcap,Auto,Completed,19.29,19.29,2014-08-01,3.0,31.49,2015-06-01,Target 2 - Below 21 EMA,10,63.24,80.05,5.02,58.38,2014-11-01,9.6,,,31.49
390,INDOTECH,01-07-2014,Smallcap,Industrials,Completed,190.55,190.55,2014-08-01,3.0,172.25,2015-02-01,Stop Loss,6,-9.6,-18.29,-1.67,254.4,2014-12-01,15.51,172.25,,172.25
391,NORBTEAEXP,01-07-2014,Smallcap,FMCG,Completed,7.0,7.0,2015-02-01,9.0,8.0,2015-10-01,Target 2 - Below 21 EMA,8,14.29,22.18,1.68,11.8,2015-05-01,10.0,,,8.0
392,RUBYMILLS,01-08-2014,Smallcap,Textiles,Completed,75.4,75.4,2014-11-01,5.0,67.69,2014-12-01,Stop Loss,1,-10.23,-72.59,-10.23,78.48,2014-11-01,21.63,67.69,67.69,67.1
393,COSMOFIRST,01-08-2014,Smallcap,Industrials,Completed,44.74,44.74,2014-09-01,3.0,46.5,2014-12-01,Target 2 - Below 21 EMA,3,3.93,16.67,1.29,65.92,2014-11-01,4.94,,,46.5
394,ASAL,01-08-2014,Smallcap,Auto,Completed,66.15,66.15,2014-09-01,3.0,58.4,2014-10-01,Stop Loss,1,-11.72,-77.58,-11.72,76.1,2014-09-01,27.14,58.4,,53.55
395,REMSONSIND,01-08-2014,Smallcap,Auto,Completed,5.08,5.08,2014-09-01,3.0,8.37,2016-08-01,Target 1 - Red Doji,23,64.65,29.72,2.19,11.12,2016-02-01,4.95,,8.37,7.54
396,MANGALAM,01-08-2014,Smallcap,Healthcare,Completed,17.95,17.95,2014-09-01,3.0,18.6,2015-02-01,Target 1 - Red Doji,5,3.61,8.89,0.71,26.23,2014-11-01,11.11,,18.6,150.57
397,INSPIRISYS,01-08-2014,Smallcap,I.T,Completed,60.9,60.9,2014-09-01,3.0,76.15,2015-02-01,Target 2 - Below 21 EMA,5,25.04,70.97,4.57,130.4,2014-11-01,11.33,,,76.15
398,CONSOFINVT,01-08-2014,Smallcap,Financials,Completed,54.59,54.59,2014-09-01,3.0,50.71,2014-10-01,Stop Loss,1,-7.1,-58.7,-7.1,56.18,2014-09-01,21.31,50.71,44.25,44.25
399,HCL-INSYS,01-09-2014,Smallcap,I.T,No Entry,64.52,,,,,,No Entry,0,0.0,0.0,0.0,,,0.0,,,
400,INDIAGLYCO,01-09-2014,Smallcap,FMCG,Completed,70.54,70.54,2017-01-01,30.0,77.12,2017-08-01,End of Data,7,9.32,16.51,1.28,94.1,2017-07-01,15.1,,,
401,MOREPENLAB,01-09-2014,Smallcap,Healthcare,Completed,16.98,16.98,2015-04-01,9.0,12.5,2015-05-01,Stop Loss,1,-26.39,-97.47,-26.39,18.82,2015-04-01,33.14,12.5,13.79,20.01
402,ORIENTHOT,01-09-2014,Smallcap,Services,Completed,26.33,26.33,2014-12-01,5.0,21.72,2015-01-01,Stop Loss,1,-17.5,-90.06,-17.5,26.8,2014-12-01,27.68,21.72,19.61,19.61
403,ROLTA,01-09-2014,Smallcap,I.T,Completed,121.9,121.9,2015-02-01,7.0,112.19,2015-04-01,Stop Loss,2,-7.97,-39.23,-4.07,190.2,2015-03-01,16.13,112.19,112.19,112.19
404,TIRUMALCHM,01-09-2014,Smallcap,Chemicals,Completed,10.33,10.33,2015-06-01,11.0,11.63,2016-02-01,Target 2 - Below 21 EMA,8,12.58,19.46,1.49,25.1,2015-10-01,17.88,,,11.63
405,MUKANDLTD,01-09-2014,Smallcap,Metals & Mining,Completed,48.82,48.82,2014-11-01,4.0,46.37,2014-12-01,Stop Loss,1,-5.01,-46.03,-5.01,52.53,2014-11-01,23.12,46.37,43.83,43.83
406,HARRMALAYA,01-09-2014,Smallcap,FMCG,Completed,75.65,75.65,2014-10-01,3.0,59.1,2014-11-01,Stop Loss,1,-21.88,-94.83,-21.88,78.4,2014-10-01,25.05,59.1,,59.1
407,TCIFINANCE,01-09-2014,Smallcap,Financials,Completed,38.15,38.15,2014-11-01,4.0,35.85,2015-01-01,Stop Loss,2,-6.03,-31.14,-3.06,58.5,2014-11-01,22.41,35.85,,35.85
408,NCLIND,01-09-2014,Smallcap,Building Materials,Completed,31.9,31.9,2014-11-01,4.0,110.2,2016-01-01,Target 1 - Red Doji,14,245.45,189.39,9.26,152.87,2015-12-01,10.65,,110.2,72.42
409,NELCO,01-09-2014,Smallcap,Telecom,Completed,97.87,97.87,2014-10-01,3.0,90.52,2014-11-01,Stop Loss,1,-7.51,-60.83,-7.51,109.07,2014-11-01,19.25,90.52,82.97,67.1
410,UNIVCABLES,01-09-2014,Smallcap,Industrials,Completed,60.67,60.67,2014-10-01,3.0,44.55,2014-11-01,Stop Loss,1,-26.58,-97.55,-26.58,62.4,2014-11-01,26.58,44.55,,44.55
411,PCBL,01-09-2014,Midcap,Chemicals,Completed,11.05,11.05,2014-11-01,4.0,9.09,2015-02-01,Stop Loss,3,-17.71,-54.15,-6.29,12.86,2015-01-01,23.7,9.09,,9.09
412,TEAMGTY,01-09-2014,Smallcap,Financials,No Entry,45.65,,,,,,No Entry,0,0.0,0.0,0.0,,,0.0,,,
413,KOHINOOR,01-09-2014,Smallcap,FMCG,Completed,61.1,61.1,2016-05-01,22.0,53.9,2016-09-01,Stop Loss,4,-11.78,-31.35,-3.09,84.6,2016-06-01,18.0,53.9,,53.9
414,AARVEEDEN,01-09-2014,Smallcap,Textiles,Completed,58.75,58.75,2015-01-01,6.0,47.15,2015-02-01,Stop Loss,1,-19.74,-92.86,-19.74,63.65,2015-01-01,25.96,47.15,,47.15
415,OMAXAUTO,01-09-2014,Smallcap,Auto,Completed,58.27,58.27,2014-11-01,4.0,55.02,2014-12-01,Stop Loss,1,-5.58,-49.81,-5.58,65.06,2014-12-01,15.19,55.02,47.84,47.84
416,TRANSWORLD,01-09-2014,Smallcap,Transportation,No Data,,,,,,,No Data,0,0.0,0.0,0.0,,,0.0,,,
417,THEMISMED,01-09-2014,Smallcap,Healthcare,Completed,14.87,14.87,2014-10-01,3.0,13.9,2015-03-01,Stop Loss,5,-6.52,-14.94,-1.34,21.1,2014-12-01,18.09,13.9,,13.9
418,ARCHIES,01-09-2014,Smallcap,Consumer Discretionary,Completed,34.77,34.77,2014-12-01,5.0,25.83,2015-01-01,Stop Loss,1,-25.71,-97.17,-25.71,36.15,2014-12-01,34.37,25.83,,25.83
419,HBSL,01-09-2014,Smallcap,Financials,Completed,77.63,77.63,2017-04-01,33.0,75.73,2017-08-01,Stop Loss,4,-2.44,-7.14,-0.62,99.24,2017-06-01,34.76,75.73,,
420,NATIONALUM,01-09-2014,Largecap,Metals & Mining,Completed,37.04,37.04,2016-12-01,29.0,44.28,2017-08-01,End of Data,8,19.53,30.68,2.25,47.43,2017-04-01,14.61,,,
421,GULFPETRO,01-09-2014,Smallcap,Chemicals,Completed,34.87,34.87,2014-11-01,4.0,33.1,2015-05-01,Stop Loss,6,-5.07,-9.87,-0.86,46.06,2015-02-01,31.61,33.1,,33.1
422,GLOBALVECT,01-09-2014,Smallcap,Transportation,Completed,91.9,91.9,2015-07-01,12.0,84.15,2015-08-01,Stop Loss,1,-8.43,-65.26,-8.43,140.6,2015-07-01,12.95,84.15,,67.05
423,NORBTEAEXP,01-09-2014,Smallcap,FMCG,Completed,6.5,6.5,2014-10-01,3.0,6.35,2014-11-01,Stop Loss,1,-2.31,-24.43,-2.31,6.75,2014-10-01,15.38,6.35,6.35,6.05
424,WALCHANNAG,01-10-2014,Smallcap,Industrials,Completed,144.88,144.88,2014-11-01,3.0,186.55,2015-03-01,Target 1 - Red Doji,4,28.77,113.5,6.52,281.26,2015-02-01,13.4,,186.55,173.3
425,DOLPHIN,01-10-2014,Smallcap,Energy,Completed,1618.4,1618.4,2014-11-01,3.0,1380.0,2014-12-01,Stop Loss,1,-14.73,-85.23,-14.73,1896.8,2014-11-01,25.73,1380.0,,1223.2
426,PEARLPOLY,01-10-2014,Smallcap,Plastic products,Completed,17.05,17.05,2014-11-01,3.0,16.0,2014-12-01,Stop Loss,1,-6.16,-53.36,-6.16,19.65,2014-12-01,14.96,16.0,,13.5
427,PNBGILTS,01-10-2014,Smallcap,Financials,Completed,14.68,14.68,2014-11-01,3.0,17.43,2015-05-01,Target 1 - Red Doji,6,18.71,40.93,2.9,20.61,2015-02-01,7.8,,17.43,15.74
428,NDTV,01-10-2014,Smallcap,Media,Completed,142.9,142.9,2015-04-01,8.0,115.7,2015-05-01,Stop Loss,1,-19.03,-92.06,-19.03,149.7,2015-04-01,23.37,115.7,,115.7
429,XCHANGING,01-10-2014,Smallcap,I.T,Completed,36.69,36.69,2015-12-01,16.0,33.44,2016-01-01,Stop Loss,1,-8.85,-67.1,-8.85,47.94,2015-12-01,23.66,33.44,34.42,43.26
430,ACE,01-10-2014,Midcap,Industrials,Completed,35.16,35.16,2014-11-01,3.0,38.21,2015-05-01,Target 1 - Red Doji,6,8.67,18.1,1.4,46.41,2015-03-01,13.01,,38.21,35.55
431,INDIANB,01-10-2014,Largecap,Bank,Completed,139.82,139.82,2014-11-01,3.0,140.75,2015-03-01,Target 2 - Below 21 EMA,4,0.67,2.02,0.17,181.98,2015-01-01,5.4,,,140.75
432,XPROINDIA,01-10-2014,Smallcap,Industrials,Completed,29.74,29.74,2014-11-01,3.0,24.55,2014-12-01,Stop Loss,1,-17.46,-90.01,-17.46,29.74,2014-11-01,20.36,24.55,,24.55
433,BHEL,03-11-2014,Largecap,Industrials,Completed,175.27,175.27,2015-01-01,4.0,165.0,2015-02-01,Stop Loss,1,-5.86,-51.52,-5.86,182.73,2015-02-01,13.12,165.0,,143.65
434,LYKALABS,03-11-2014,Smallcap,Healthcare,Completed,29.0,29.0,2014-12-01,3.0,74.45,2015-09-01,Target 1 - Red Doji,9,156.72,251.52,11.04,94.95,2015-07-01,17.24,,74.45,64.25
435,ORIENTHOT,03-11-2014,Smallcap,Services,Completed,24.45,24.45,2014-12-01,3.0,21.72,2015-01-01,Stop Loss,1,-11.15,-75.81,-11.15,26.8,2014-12-01,22.12,21.72,19.61,19.61
436,AMJLAND,03-11-2014,Smallcap,Realty,Completed,15.43,15.43,2015-03-01,6.0,25.6,2015-10-01,Target 1 - Red Doji,7,65.89,138.14,7.5,33.96,2015-07-01,9.14,14.14,25.6,14.14
437,RUBYMILLS,03-11-2014,Smallcap,Textiles,Completed,78.48,78.48,2015-07-01,10.0,121.32,2016-02-01,Target 1 - Red Doji,7,54.59,111.01,6.42,213.2,2015-12-01,18.81,,121.32,154.51
438,HIRECT,03-11-2014,Smallcap,Consumer Discretionary,Completed,78.08,78.08,2014-12-01,3.0,61.37,2015-03-01,Stop Loss,3,-21.4,-61.84,-7.71,99.79,2015-01-01,26.1,61.37,,61.37
439,PRAJIND,03-11-2014,Midcap,Industrials,Completed,65.89,65.89,2015-06-01,9.0,73.59,2015-10-01,Target 1 - Red Doji,4,11.68,39.31,2.8,98.45,2015-08-01,13.69,61.05,73.59,61.05
440,BANKINDIA,03-11-2014,Largecap,Bank,Completed,253.74,253.74,2014-12-01,3.0,227.7,2015-01-01,Stop Loss,1,-10.26,-72.73,-10.26,266.78,2015-01-01,11.85,227.7,,227.7
441,TIPSMUSIC,03-11-2014,Midcap,Media,Completed,6.94,6.94,2016-04-01,19.0,4.89,2016-05-01,Stop Loss,1,-29.56,-98.51,-29.56,7.07,2016-04-01,37.74,4.89,4.89,5.11
442,TORNTPOWER,03-11-2014,Largecap,Power & Utilities,Completed,132.84,132.84,2014-12-01,3.0,128.74,2015-03-01,Stop Loss,3,-3.08,-11.77,-1.04,146.53,2014-12-01,9.27,128.74,128.74,127.84
443,HMT,01-12-2014,Midcap,Industrials,Completed,62.7,62.7,2015-01-01,3.0,41.95,2015-03-01,Stop Loss,2,-33.09,-91.03,-18.2,77.75,2015-01-01,37.48,41.95,,41.95
444,ZUARIIND,01-12-2014,Smallcap,FMCG,Completed,105.75,105.75,2016-01-01,15.0,78.5,2016-02-01,Stop Loss,1,-25.77,-97.2,-25.77,121.18,2016-01-01,31.71,78.5,,78.5
445,STARPAPER,01-12-2014,Smallcap,Building Materials,Completed,22.29,22.29,2015-05-01,7.0,18.23,2015-06-01,Stop Loss,1,-18.25,-91.09,-18.25,23.57,2015-05-01,36.12,18.23,150.17,
446,HBLENGINE,01-12-2014,Largecap,Auto,No Data,,,,,,,No Data,0,0.0,0.0,0.0,,,0.0,,,
447,HTMEDIA,01-12-2014,Smallcap,Media,Completed,116.78,116.78,2015-01-01,3.0,109.47,2015-03-01,Stop Loss,2,-6.25,-32.12,-3.18,127.64,2015-02-01,12.2,109.47,109.47,109.47
448,DISHTV,01-12-2014,Smallcap,Media,Completed,68.3,68.3,2015-01-01,3.0,105.12,2015-09-01,Target 1 - Red Doji,8,53.91,90.94,5.54,120.24,2015-08-01,6.37,,105.12,90.19
449,BPL,01-01-2015,Smallcap,Consumer Discretionary,Completed,39.6,39.6,2015-02-01,3.0,30.8,2015-03-01,Stop Loss,1,-22.22,-95.1,-22.22,40.9,2015-02-01,30.81,30.8,,30.8
450,AMJLAND,01-01-2015,Smallcap,Realty,Completed,17.07,17.07,2015-03-01,4.0,25.6,2015-10-01,Target 1 - Red Doji,7,49.96,100.31,5.96,33.96,2015-07-01,17.87,14.14,25.6,14.14
451,MOTOGENFIN,01-01-2015,Smallcap,Realty,Completed,23.67,23.67,2015-04-01,5.0,21.35,2015-05-01,Stop Loss,1,-9.82,-71.07,-9.82,24.95,2015-04-01,13.2,21.35,,21.35
452,AARVEEDEN,01-01-2015,Smallcap,Textiles,Completed,63.65,63.65,2015-07-01,8.0,55.4,2015-08-01,Stop Loss,1,-12.96,-81.1,-12.96,79.95,2015-07-01,31.66,55.4,53.55,50.0
453,SUNTV,01-01-2015,Largecap,Media,Completed,326.34,326.34,2015-02-01,3.0,261.81,2015-04-01,Stop Loss,2,-19.77,-73.34,-10.43,346.21,2015-03-01,20.21,261.81,261.81,261.81
454,EMKAY,01-01-2015,Smallcap,Financials,Completed,60.12,60.12,2015-06-01,7.0,53.93,2015-07-01,Stop Loss,1,-10.29,-72.84,-10.29,61.71,2015-06-01,22.57,53.93,,49.65
455,CENTRALBK,01-01-2015,Largecap,Bank,Completed,104.42,104.42,2015-02-01,3.0,101.22,2015-06-01,Stop Loss,4,-3.07,-8.92,-0.78,118.81,2015-02-01,10.28,101.22,,67.17
456,MRPL,02-02-2015,Largecap,Energy,Completed,56.03,56.03,2015-03-01,3.0,47.1,2015-08-01,Stop Loss,5,-15.93,-34.07,-3.41,70.73,2015-08-01,28.0,47.1,,47.1
457,HCC,02-02-2015,Smallcap,Realty,Completed,35.35,35.35,2016-09-01,21.0,32.57,2016-10-01,Stop Loss,1,-7.87,-62.6,-7.87,37.59,2016-09-01,26.14,32.57,35.48,31.13
458,ROLTA,02-02-2015,Smallcap,I.T,Completed,174.02,174.02,2015-03-01,3.0,112.19,2015-04-01,Stop Loss,1,-35.53,-99.48,-35.53,190.2,2015-03-01,41.25,112.19,112.19,112.19
459,RUBYMILLS,02-02-2015,Smallcap,Textiles,Completed,78.1,78.1,2015-07-01,7.0,121.32,2016-02-01,Target 1 - Red Doji,7,55.33,112.75,6.49,213.2,2015-12-01,18.42,,121.32,159.46
460,INDIACEM,02-02-2015,Midcap,Building Materials,Completed,105.95,105.95,2016-06-01,18.0,115.23,2016-11-01,Target 1 - Red Doji,5,8.76,22.32,1.69,158.13,2016-10-01,16.59,,115.23,
461,JETAIRWAYS,02-02-2015,Smallcap,Transportation,Completed,543.5,543.5,2015-12-01,12.0,491.5,2016-02-01,Stop Loss,2,-9.57,-45.31,-4.9,796.4,2016-01-01,12.11,491.5,539.05,476.25
462,TGBHOTELS,02-02-2015,Smallcap,Services,Completed,103.95,103.95,2015-03-01,3.0,76.75,2015-05-01,Stop Loss,2,-26.17,-83.8,-14.07,169.0,2015-04-01,28.72,76.75,,76.75
463,MOREPENLAB,02-03-2015,Smallcap,Healthcare,Completed,13.94,13.94,2015-04-01,3.0,12.5,2015-05-01,Stop Loss,1,-10.36,-73.07,-10.36,18.82,2015-04-01,18.57,12.5,,11.25
464,LOKESHMACH,02-03-2015,Smallcap,Industrials,Completed,81.91,81.91,2015-04-01,3.0,74.66,2015-08-01,Stop Loss,4,-8.86,-24.28,-2.29,116.85,2015-07-01,20.36,74.66,,74.66
465,TNPETRO,01-04-2015,Smallcap,Energy,Completed,13.52,13.52,2015-05-01,4.0,16.21,2015-11-01,Target 1 - Red Doji,6,19.88,43.7,3.07,23.43,2015-08-01,13.35,,16.21,
466,ELECON,01-04-2015,Midcap,Industrials,Completed,37.72,37.72,2015-06-01,5.0,32.59,2015-08-01,Stop Loss,2,-13.61,-58.43,-7.05,45.43,2015-08-01,27.28,32.59,,32.59
467,KOHINOOR,01-04-2015,Smallcap,FMCG,Completed,63.8,63.8,2016-05-01,16.0,53.9,2016-09-01,Stop Loss,4,-15.52,-39.7,-4.13,84.6,2016-06-01,21.47,53.9,,53.9
468,PIONEEREMB,01-04-2015,Smallcap,Textiles,Completed,46.42,46.42,2015-11-01,10.0,43.41,2016-02-01,Stop Loss,3,-6.49,-23.54,-2.21,96.69,2016-01-01,26.49,43.41,,43.41
469,WANBURY,01-04-2015,Smallcap,Healthcare,Completed,83.2,83.2,2015-12-01,11.0,59.5,2016-01-01,Stop Loss,1,-28.49,-98.21,-28.49,93.3,2015-12-01,36.0,59.5,,59.5
470,SIL,01-04-2015,Smallcap,Services,Completed,17.55,17.55,2015-07-01,6.0,16.13,2015-08-01,Stop Loss,1,-8.07,-63.57,-8.07,21.07,2015-08-01,9.25,16.13,,14.72
471,EMKAY,01-04-2015,Smallcap,Financials,Completed,58.35,58.35,2015-06-01,5.0,53.93,2015-07-01,Stop Loss,1,-7.58,-61.15,-7.58,61.71,2015-06-01,20.23,53.93,,49.65
472,CTE,01-04-2015,Smallcap,I.T,Completed,26.3,26.3,2015-06-01,5.0,99.95,2016-02-01,Target 1 - Red Doji,8,280.04,640.87,18.16,163.45,2016-01-01,16.16,,99.95,88.1
473,ESTER,04-05-2015,Smallcap,Industrials,Completed,21.93,21.93,2015-06-01,3.0,59.23,2016-01-01,Target 1 - Red Doji,7,170.08,449.17,15.25,97.21,2015-12-01,25.41,,59.23,33.08
474,TIRUMALCHM,04-05-2015,Smallcap,Chemicals,Completed,10.12,10.12,2015-06-01,3.0,11.63,2016-02-01,Target 2 - Below 21 EMA,8,14.93,23.21,1.75,25.1,2015-10-01,16.17,,,11.63
475,RUBYMILLS,04-05-2015,Smallcap,Textiles,Completed,80.8,80.8,2015-07-01,4.0,121.32,2016-02-01,Target 1 - Red Doji,7,50.15,100.73,5.98,213.2,2015-12-01,21.14,,121.32,159.46
476,STARPAPER,04-05-2015,Smallcap,Building Materials,Completed,23.57,23.57,2015-07-01,4.0,21.79,2015-09-01,Stop Loss,2,-7.55,-37.58,-3.85,31.36,2015-08-01,24.28,21.79,150.17,
477,SEAMECLTD,04-05-2015,Smallcap,Miscellaneous,Completed,122.01,122.01,2015-07-01,4.0,109.88,2015-08-01,Stop Loss,1,-9.94,-71.51,-9.94,122.2,2015-07-01,15.19,109.88,,101.37
478,GLOBALVECT,04-05-2015,Smallcap,Transportation,Completed,71.8,71.8,2015-06-01,3.0,67.05,2016-02-01,Stop Loss,8,-6.62,-9.76,-0.85,148.8,2016-01-01,16.3,67.05,,67.05
479,LIQUIDBEES,04-05-2015,Smallcap,Indices,Completed,714.22,714.22,2015-06-01,3.0,805.72,2018-04-01,End of Data,34,12.81,4.35,0.36,814.65,2018-03-01,2.39,,,
480,CHENNPETRO,01-06-2015,Midcap,Energy,Completed,145.69,145.69,2015-07-01,3.0,144.41,2016-01-01,Target 2 - Below 21 EMA,6,-0.88,-1.75,-0.15,205.45,2015-08-01,14.51,,,144.41
481,INDORAMA,01-06-2015,Smallcap,Textiles,Completed,39.23,39.23,2015-07-01,3.0,26.35,2015-08-01,Stop Loss,1,-32.83,-99.16,-32.83,47.7,2015-08-01,34.07,26.35,,26.35
482,SEMAC,01-06-2015,Smallcap,Realty,Completed,572.97,572.97,2015-07-01,3.0,628.65,2016-01-01,Target 2 - Below 21 EMA,6,9.72,20.38,1.56,891.08,2015-07-01,4.21,,,628.65
483,ASTRAZEN,01-06-2015,Largecap,Healthcare,Completed,1278.73,1278.73,2015-10-01,6.0,1083.39,2015-11-01,Stop Loss,1,-15.28,-86.32,-15.28,1304.52,2015-10-01,17.23,1083.39,,1083.39
484,PRAJIND,01-06-2015,Midcap,Industrials,Completed,83.01,83.01,2015-07-01,3.0,70.07,2015-08-01,Stop Loss,1,-15.59,-86.91,-15.59,98.45,2015-08-01,29.77,70.07,,70.07
485,SIL,01-06-2015,Smallcap,Services,Completed,17.14,17.14,2015-07-01,3.0,16.13,2015-08-01,Stop Loss,1,-5.85,-51.47,-5.85,21.07,2015-08-01,7.06,16.13,,14.72
486,PFOCUS,01-06-2015,Midcap,Media,Completed,48.6,48.6,2015-07-01,3.0,48.85,2016-01-01,Target 1 - Red Doji,6,0.51,1.03,0.09,64.0,2015-12-01,20.78,,48.85,48.85
487,TIMETECHNO,01-06-2015,Midcap,Plastic products,Completed,24.43,24.43,2015-07-01,3.0,24.16,2015-08-01,Stop Loss,1,-1.11,-12.57,-1.11,31.68,2015-08-01,7.61,24.16,,24.16
488,BOMDYEING,01-07-2015,Smallcap,Textiles,Completed,85.83,85.83,2017-03-01,22.0,82.58,2017-04-01,Stop Loss,1,-3.78,-37.01,-3.78,88.27,2017-04-01,36.33,82.58,,
489,BPL,01-07-2015,Smallcap,Consumer Discretionary,Completed,45.4,45.4,2016-08-01,15.0,71.65,2016-11-01,Target 1 - Red Doji,3,57.82,520.36,16.43,100.2,2016-09-01,19.71,,71.65,70.3
490,BHEL,01-07-2015,Largecap,Industrials,No Entry,177.0,,,,,,No Entry,0,0.0,0.0,0.0,,,0.0,,,
491,UFLEX,01-07-2015,Smallcap,Industrials,Completed,147.18,147.18,2015-08-01,3.0,124.89,2016-02-01,Stop Loss,6,-15.15,-28.0,-2.7,188.54,2015-12-01,15.85,124.89,,124.89
492,HMT,01-07-2015,Midcap,Industrials,Completed,53.8,53.8,2015-10-01,5.0,50.5,2015-12-01,Stop Loss,2,-6.13,-31.6,-3.12,60.1,2015-10-01,24.72,50.5,46.1,37.0
493,MIRCELECTR,01-07-2015,Smallcap,Consumer Discretionary,Completed,16.0,16.0,2015-08-01,3.0,13.7,2015-09-01,Stop Loss,1,-14.38,-84.47,-14.38,22.4,2015-08-01,30.94,13.7,13.7,14.7
494,WSTCSTPAPR,01-07-2015,Smallcap,Building Materials,Completed,68.91,68.91,2016-04-01,11.0,66.29,2016-05-01,Stop Loss,1,-3.8,-37.2,-3.8,81.29,2016-05-01,14.59,66.29,159.53,
495,RUBYMILLS,01-07-2015,Smallcap,Textiles,Completed,104.11,104.11,2015-08-01,3.0,85.79,2015-09-01,Stop Loss,1,-17.6,-90.2,-17.6,115.73,2015-08-01,30.24,85.79,121.32,159.46
496,BANSWRAS,01-07-2015,Smallcap,Textiles,Completed,49.6,49.6,2015-11-01,6.0,42.85,2016-01-01,Stop Loss,2,-13.6,-58.4,-7.05,58.63,2015-12-01,34.13,42.85,,38.04
497,UNIVCABLES,01-07-2015,Smallcap,Industrials,Completed,56.09,56.09,2015-08-01,3.0,46.42,2015-09-01,Stop Loss,1,-17.25,-89.69,-17.25,62.87,2015-08-01,26.25,46.42,77.36,67.78
498,INDIANCARD,01-07-2015,Smallcap,Textiles,Completed,103.23,103.23,2015-08-01,3.0,138.8,2016-02-01,Target 1 - Red Doji,6,34.45,80.78,5.06,241.67,2016-01-01,5.26,,138.8,138.8
499,MANINDS,01-07-2015,Smallcap,Metals & Mining,Completed,104.1,104.1,2015-08-01,3.0,84.54,2015-09-01,Stop Loss,1,-18.79,-91.78,-18.79,105.29,2015-08-01,35.78,84.54,,79.16
